,60,72,84
Z0,0.4155034965034965,0.39604580152671764,0.3927226890756303
Z1,0.4062237762237764,0.37139694656488587,0.35204201680672265
Z2,0.394825174825175,0.3581221374045801,0.3140504201680673
Z3,0.40401398601398614,0.37729007633587786,0.36663865546218505
Z4,0.5874125874125874,0.5190839694656488,0.3697478991596639
