,60,72,84
SimZ0,0.27020587412587416,0.25311908396946564,0.243383193277311
SimZ1,0.30401874125874107,0.2963835114503817,0.28761478991596634
SimZ2,0.39168139860139833,0.39171694656488565,0.3699223529411765
SimZ3,0.5061527272727272,0.4893438167938932,0.5002359663865548
SimZ4,0.6063476923076927,0.6191453435114502,0.5994964705882351
